Date,Open,High,Low,Close,Adj Close,Volume
"Feb 21, 2025",79.30,80.13,78.13,78.70,78.51,"839,300"
"Feb 20, 2025",79.21,79.47,76.98,78.66,78.47,"793,900"
"Feb 19, 2025",78.49,79.57,77.98,79.21,79.01,"801,200"
"Feb 18, 2025",77.95,80.33,77.95,79.80,79.60,"991,100"
"Feb 14, 2025",77.62,78.64,77.30,77.71,77.52,"669,700"
"Feb 13, 2025",78.38,78.93,77.26,77.50,77.31,"848,200"
"Feb 12, 2025",77.47,78.26,76.73,77.67,77.48,"593,700"
"Feb 11, 2025",76.74,79.73,76.57,78.55,78.36,"995,100"
"Feb 10, 2025",78.93,79.27,76.34,77.40,77.21,"895,700"
"Feb 07, 2025",79.04,79.82,77.88,78.85,78.65,"973,300"
"Feb 06, 2025",82.08,82.08,78.91,79.18,78.98,"1,389,200"
"Feb 05, 2025",81.50,83.42,78.83,79.35,79.15,"1,560,800"
"Feb 04, 2025",82.50,84.00,80.25,82.51,82.31,"1,873,400"
"Feb 03, 2025",84.25,85.59,82.74,83.32,83.11,"1,394,300"
"Jan 31, 2025",92.60,92.60,89.32,89.60,89.38,"713,400"
"Jan 30, 2025",92.75,93.56,92.01,92.99,92.76,"680,800"
"Jan 29, 2025",91.83,92.65,90.90,91.77,91.54,"633,400"
"Jan 28, 2025",90.60,92.58,90.60,91.83,91.60,"678,000"
"Jan 27, 2025",90.50,92.15,90.22,90.39,90.17,"1,198,800"
"Jan 24, 2025",94.29,94.67,89.97,90.30,90.08,"2,077,800"
"Jan 23, 2025",94.64,97.04,93.63,96.32,96.08,"762,500"
"Jan 22, 2025",96.20,96.56,95.00,96.21,95.97,"675,100"
"Jan 21, 2025",93.98,96.64,93.58,96.34,96.10,"1,035,600"
"Jan 17, 2025",92.91,94.55,92.32,92.78,92.55,"1,097,100"
"Jan 16, 2025",99.25,99.29,88.60,92.20,91.97,"2,653,100"
"Jan 15, 2025",101.22,101.72,98.99,99.01,98.76,"847,800"
"Jan 14, 2025",98.70,99.43,97.54,98.65,98.41,"686,100"
"Jan 13, 2025",99.00,99.00,96.46,97.61,97.37,"1,129,600"
"Jan 10, 2025",102.15,103.22,99.76,99.87,99.62,"1,116,500"
"Jan 08, 2025",103.79,104.04,101.49,103.81,103.55,"870,600"
"Jan 07, 2025",108.75,109.31,104.92,105.16,104.90,"940,700"
"Jan 06, 2025",106.91,109.88,106.13,107.78,107.51,"808,800"
"Jan 03, 2025",105.76,106.50,103.66,105.48,105.22,"640,700"
"Jan 02, 2025",106.59,108.85,104.43,104.86,104.60,"617,000"
"Dec 31, 2024",106.56,107.39,105.30,105.75,105.49,"622,400"
"Dec 30, 2024",105.84,106.37,103.99,105.71,105.45,"604,600"
"Dec 27, 2024",107.65,108.95,106.97,107.46,107.19,"427,500"
"Dec 26, 2024",108.51,109.49,107.94,108.34,108.07,"462,700"
"Dec 24, 2024",107.37,108.95,107.37,108.62,108.35,"274,000"
"Dec 23, 2024",107.14,108.12,106.20,107.44,107.17,"590,500"
"Dec 20, 2024",102.89,109.05,102.57,107.45,107.18,"1,504,300"
"Dec 19, 2024",107.00,107.65,103.01,103.64,103.38,"923,500"
"Dec 18, 2024",109.97,111.71,106.06,106.06,105.80,"1,186,300"
"Dec 17, 2024",110.05,110.53,107.98,109.83,109.56,"612,600"
"Dec 16, 2024",108.55,111.24,108.55,110.24,109.97,"722,000"
"Dec 13, 2024",107.80,109.17,106.85,108.52,108.25,"734,100"
"Dec 12, 2024",109.37,109.63,107.08,107.17,106.90,"723,900"
"Dec 11, 2024",109.91,110.97,108.77,109.76,109.49,"785,200"
"Dec 10, 2024",108.26,110.14,106.36,109.27,109.00,"825,300"
